Sample_ID,Diagnosis,Gene,Expression
750,Healthy,Gene_650,0.892225
750,Healthy,Gene_781,0.01867
750,Healthy,Gene_816,0.210277
750,Healthy,Gene_818,0.149425
750,Healthy,Gene_84,0.582285
750,Healthy,Gene_850,0.251762
750,Healthy,Gene_916,0.522807
750,Healthy,Gene_969,0.558558
751,Healthy,Gene_149,0.526896
751,Healthy,Gene_187,0.724199
751,Healthy,Gene_244,0.93479
751,Healthy,Gene_285,0.822718
751,Healthy,Gene_354,0.853765
751,Healthy,Gene_366,0.404378
751,Healthy,Gene_367,0.020195
751,Healthy,Gene_482,0.360814
751,Healthy,Gene_521,0.204801
751,Healthy,Gene_588,0.531741
751,Healthy,Gene_607,0.637652
751,Healthy,Gene_646,0.982603
751,Healthy,Gene_650,0.52473
751,Healthy,Gene_781,0.978882
751,Healthy,Gene_816,0.234018
751,Healthy,Gene_818,0.812778
751,Healthy,Gene_84,0.92684
751,Healthy,Gene_850,0.401856
751,Healthy,Gene_916,0.241957
751,Healthy,Gene_969,0.945204
752,AML,Gene_149,0.973899
752,AML,Gene_187,0.01213
752,AML,Gene_244,0.803846
752,AML,Gene_285,0.052501
752,AML,Gene_354,0.179877
752,AML,Gene_366,0.615101
752,AML,Gene_367,0.4426
752,AML,Gene_482,0.00607
752,AML,Gene_521,0.639741
752,AML,Gene_588,0.975076
752,AML,Gene_607,0.813788
752,AML,Gene_646,0.91231
752,AML,Gene_650,0.021024
752,AML,Gene_781,0.448792
752,AML,Gene_816,0.092273
752,AML,Gene_818,0.813551
752,AML,Gene_84,0.199665
752,AML,Gene_850,0.524742
752,AML,Gene_916,0.447536
752,AML,Gene_969,0.163161
753,AML,Gene_149,0.063448
753,AML,Gene_187,0.492118
753,AML,Gene_244,0.127979
753,AML,Gene_285,0.086052
753,AML,Gene_354,0.046215
753,AML,Gene_366,0.729984
753,AML,Gene_367,0.149417
753,AML,Gene_482,0.358132
753,AML,Gene_521,0.08227
753,AML,Gene_588,0.40371
753,AML,Gene_607,0.488148
753,AML,Gene_646,0.96022
753,AML,Gene_650,0.344996
753,AML,Gene_781,0.92067
753,AML,Gene_816,0.443185
753,AML,Gene_818,0.489586
753,AML,Gene_84,0.186566
753,AML,Gene_850,0.844788
753,AML,Gene_916,0.291982
753,AML,Gene_969,0.278984
754,ALL,Gene_149,0.068593
754,ALL,Gene_187,0.253511
754,ALL,Gene_244,0.348832
754,ALL,Gene_285,0.194725
754,ALL,Gene_354,0.923178
754,ALL,Gene_366,0.661084
754,ALL,Gene_367,0.690579
754,ALL,Gene_482,0.262566
754,ALL,Gene_521,0.863207
754,ALL,Gene_588,0.610104
754,ALL,Gene_607,0.09597
754,ALL,Gene_646,0.857315
754,ALL,Gene_650,0.647588
754,ALL,Gene_781,0.040764
754,ALL,Gene_816,0.107821
754,ALL,Gene_818,0.170738
754,ALL,Gene_84,0.17082
754,ALL,Gene_850,0.065919
754,ALL,Gene_916,0.881327
754,ALL,Gene_969,0.123556
755,ALL,Gene_149,0.696583
755,ALL,Gene_187,0.838615
755,ALL,Gene_244,0.198113
755,ALL,Gene_285,0.269453
755,ALL,Gene_354,0.08539
755,ALL,Gene_366,0.472052
755,ALL,Gene_367,0.294919
755,ALL,Gene_482,0.647404
755,ALL,Gene_521,0.008114
755,ALL,Gene_588,0.887953
755,ALL,Gene_607,0.729572
755,ALL,Gene_646,0.883944
755,ALL,Gene_650,0.597397
755,ALL,Gene_781,0.893526
755,ALL,Gene_816,0.236954
755,ALL,Gene_818,0.37575
755,ALL,Gene_84,0.529468
755,ALL,Gene_850,0.824568
755,ALL,Gene_916,0.559249
755,ALL,Gene_969,0.159367
756,Healthy,Gene_149,0.992913
756,Healthy,Gene_187,0.155936
756,Healthy,Gene_244,0.65185
756,Healthy,Gene_285,0.74489
756,Healthy,Gene_354,0.717889
756,Healthy,Gene_366,0.958803
756,Healthy,Gene_367,0.360215
756,Healthy,Gene_482,0.022059
756,Healthy,Gene_521,0.149531
756,Healthy,Gene_588,0.387658
756,Healthy,Gene_607,0.397115
756,Healthy,Gene_646,0.454295
756,Healthy,Gene_650,0.71598
756,Healthy,Gene_781,0.560689
756,Healthy,Gene_816,0.145711
756,Healthy,Gene_818,0.103492
756,Healthy,Gene_84,0.7623
756,Healthy,Gene_850,0.416472
756,Healthy,Gene_916,0.211627
756,Healthy,Gene_969,0.859829
757,ALL,Gene_149,0.964643
757,ALL,Gene_187,0.27505
757,ALL,Gene_244,0.309164
757,ALL,Gene_285,0.801325
757,ALL,Gene_354,0.40352
757,ALL,Gene_366,0.824309
757,ALL,Gene_367,0.7408
757,ALL,Gene_482,0.217435
757,ALL,Gene_521,0.699262
757,ALL,Gene_588,0.908121
757,ALL,Gene_607,0.013594
757,ALL,Gene_646,0.700408
757,ALL,Gene_650,0.012195
757,ALL,Gene_781,0.796988
757,ALL,Gene_816,0.190584
757,ALL,Gene_818,0.023674
757,ALL,Gene_84,0.888394
757,ALL,Gene_850,0.015151
757,ALL,Gene_916,0.111882
757,ALL,Gene_969,0.877894
758,AML,Gene_149,0.290138
758,AML,Gene_187,0.712307
758,AML,Gene_244,0.169706
758,AML,Gene_285,0.05215
758,AML,Gene_354,0.473304
758,AML,Gene_366,0.816329
758,AML,Gene_367,0.869287
758,AML,Gene_482,0.36421
758,AML,Gene_521,0.185389
758,AML,Gene_588,0.952578
758,AML,Gene_607,0.737215
758,AML,Gene_646,0.60947
758,AML,Gene_650,0.200361
758,AML,Gene_781,0.764921
758,AML,Gene_816,0.388968
758,AML,Gene_818,0.331695
758,AML,Gene_84,0.755682
758,AML,Gene_850,0.287305
758,AML,Gene_916,0.232586
758,AML,Gene_969,0.079593
759,AML,Gene_149,0.653266
759,AML,Gene_187,0.188185
759,AML,Gene_244,0.526622
759,AML,Gene_285,0.013452
759,AML,Gene_354,0.774243
759,AML,Gene_366,0.280519
759,AML,Gene_367,0.616404
759,AML,Gene_482,0.484012
759,AML,Gene_521,0.037696
759,AML,Gene_588,0.232001
759,AML,Gene_607,0.431913
759,AML,Gene_646,0.916456
759,AML,Gene_650,0.797687
759,AML,Gene_781,0.053318
759,AML,Gene_816,0.919751
759,AML,Gene_818,0.50999
759,AML,Gene_84,0.864232
759,AML,Gene_850,0.181558
759,AML,Gene_916,0.873636
759,AML,Gene_969,0.873702
760,ALL,Gene_149,0.718295
760,ALL,Gene_187,0.168947
760,ALL,Gene_244,0.969458
760,ALL,Gene_285,0.680189
760,ALL,Gene_354,0.103724
760,ALL,Gene_366,0.152167
760,ALL,Gene_367,0.774233
760,ALL,Gene_482,0.932835
760,ALL,Gene_521,0.932247
760,ALL,Gene_588,0.628467
760,ALL,Gene_607,0.331003
760,ALL,Gene_646,0.968999
760,ALL,Gene_650,0.93854
760,ALL,Gene_781,0.283008
760,ALL,Gene_816,0.405576
760,ALL,Gene_818,0.778414
760,ALL,Gene_84,0.692899
760,ALL,Gene_850,0.521662
760,ALL,Gene_916,0.006663
760,ALL,Gene_969,0.790309
761,ALL,Gene_149,0.189173
761,ALL,Gene_187,0.282858
761,ALL,Gene_244,0.303662
761,ALL,Gene_285,0.106257
761,ALL,Gene_354,0.720483
761,ALL,Gene_366,0.65046
761,ALL,Gene_367,0.51197
761,ALL,Gene_482,0.563419
761,ALL,Gene_521,0.475758
761,ALL,Gene_588,0.307581
761,ALL,Gene_607,0.772903
761,ALL,Gene_646,0.95767
761,ALL,Gene_650,0.752614
761,ALL,Gene_781,0.695043
761,ALL,Gene_816,0.901866
761,ALL,Gene_818,0.252246
761,ALL,Gene_84,0.265592
761,ALL,Gene_850,0.954666
761,ALL,Gene_916,0.2855
761,ALL,Gene_969,0.14446
762,AML,Gene_149,0.152751
762,AML,Gene_187,0.614254
762,AML,Gene_244,0.599754
762,AML,Gene_285,0.814428
762,AML,Gene_354,0.108025
762,AML,Gene_366,0.390063
762,AML,Gene_367,0.154787
762,AML,Gene_482,0.707156
762,AML,Gene_521,0.433041
762,AML,Gene_588,0.288454
762,AML,Gene_607,0.961548
762,AML,Gene_646,0.164924
762,AML,Gene_650,0.862027
762,AML,Gene_781,0.134536
762,AML,Gene_816,0.939203
762,AML,Gene_818,0.887963
762,AML,Gene_84,0.207897
762,AML,Gene_850,0.262191
762,AML,Gene_916,0.251677
762,AML,Gene_969,0.634395
763,AML,Gene_149,0.841074
763,AML,Gene_187,0.142174
763,AML,Gene_244,0.662395
763,AML,Gene_285,0.722416
763,AML,Gene_354,0.98104
763,AML,Gene_366,0.91725
763,AML,Gene_367,0.860652
763,AML,Gene_482,0.806061
763,AML,Gene_521,0.904444
763,AML,Gene_588,0.341001
763,AML,Gene_607,0.493785
763,AML,Gene_646,0.157738
763,AML,Gene_650,0.00448
763,AML,Gene_781,0.509018
763,AML,Gene_816,0.46289
763,AML,Gene_818,0.728426
763,AML,Gene_84,0.858593
763,AML,Gene_850,0.792548
763,AML,Gene_916,0.115407
763,AML,Gene_969,0.379182
764,AML,Gene_149,0.970669
764,AML,Gene_187,0.122404
764,AML,Gene_244,0.583042
764,AML,Gene_285,0.337923
764,AML,Gene_354,0.130008
764,AML,Gene_366,0.001174
764,AML,Gene_367,0.211868
764,AML,Gene_482,0.199169
764,AML,Gene_521,0.62072
764,AML,Gene_588,0.78549
764,AML,Gene_607,0.462193
764,AML,Gene_646,0.235531
764,AML,Gene_650,0.504413
764,AML,Gene_781,0.446223
764,AML,Gene_816,0.234165
764,AML,Gene_818,0.410388
764,AML,Gene_84,0.396646
764,AML,Gene_850,0.881654
764,AML,Gene_916,0.420104
764,AML,Gene_969,0.069939
765,Healthy,Gene_149,0.191212
765,Healthy,Gene_187,0.807332
765,Healthy,Gene_244,0.227701
765,Healthy,Gene_285,0.671117
765,Healthy,Gene_354,0.365722
765,Healthy,Gene_366,0.055118
765,Healthy,Gene_367,0.002189
765,Healthy,Gene_482,0.803367
765,Healthy,Gene_521,0.246678
765,Healthy,Gene_588,0.061587
765,Healthy,Gene_607,0.464367
765,Healthy,Gene_646,0.462714
765,Healthy,Gene_650,0.438164
765,Healthy,Gene_781,0.256936
765,Healthy,Gene_816,0.658281
765,Healthy,Gene_818,0.248313
765,Healthy,Gene_84,0.594918
765,Healthy,Gene_850,0.983071
765,Healthy,Gene_916,0.871958
765,Healthy,Gene_969,0.360049
766,ALL,Gene_149,0.773158
766,ALL,Gene_187,0.72635
766,ALL,Gene_244,0.628832
766,ALL,Gene_285,0.301648
766,ALL,Gene_354,0.099685
766,ALL,Gene_366,0.533502
766,ALL,Gene_367,0.577279
766,ALL,Gene_482,0.907391
766,ALL,Gene_521,0.413142
766,ALL,Gene_588,0.371998
766,ALL,Gene_607,0.180715
766,ALL,Gene_646,0.693464
766,ALL,Gene_650,0.115129
766,ALL,Gene_781,0.803193
766,ALL,Gene_816,0.960461
766,ALL,Gene_818,0.282748
766,ALL,Gene_84,0.164541
766,ALL,Gene_850,0.343958
766,ALL,Gene_916,0.389571
766,ALL,Gene_969,0.151248
767,ALL,Gene_149,0.880844
767,ALL,Gene_187,0.785317
767,ALL,Gene_244,0.492222
767,ALL,Gene_285,0.867969
767,ALL,Gene_354,0.059393
767,ALL,Gene_366,0.871412
767,ALL,Gene_367,0.824338
767,ALL,Gene_482,0.863159
767,ALL,Gene_521,0.32729
767,ALL,Gene_588,0.925449
767,ALL,Gene_607,0.220301
767,ALL,Gene_646,0.696242
767,ALL,Gene_650,0.07389
767,ALL,Gene_781,0.759894
767,ALL,Gene_816,0.608981
767,ALL,Gene_818,0.072763
767,ALL,Gene_84,0.044013
767,ALL,Gene_850,0.950115
767,ALL,Gene_916,0.349428
767,ALL,Gene_969,0.754059
768,ALL,Gene_149,0.712574
768,ALL,Gene_187,0.559872
768,ALL,Gene_244,0.009815
768,ALL,Gene_285,0.10234
768,ALL,Gene_354,0.833828
768,ALL,Gene_366,0.206018
768,ALL,Gene_367,0.314412
768,ALL,Gene_482,0.629833
768,ALL,Gene_521,0.358049
768,ALL,Gene_588,0.716098
768,ALL,Gene_607,0.148983
768,ALL,Gene_646,0.684956
768,ALL,Gene_650,0.022719
768,ALL,Gene_781,0.428532
768,ALL,Gene_816,0.79839
768,ALL,Gene_818,0.598331
768,ALL,Gene_84,0.188744
768,ALL,Gene_850,0.20441
768,ALL,Gene_916,0.046249
768,ALL,Gene_969,0.371593
769,Healthy,Gene_149,0.239123
769,Healthy,Gene_187,0.388957
769,Healthy,Gene_244,0.668481
769,Healthy,Gene_285,0.278829
769,Healthy,Gene_354,0.896347
769,Healthy,Gene_366,0.513175
769,Healthy,Gene_367,0.877079
769,Healthy,Gene_482,0.559946
769,Healthy,Gene_521,0.8483
769,Healthy,Gene_588,0.704859
769,Healthy,Gene_607,0.600785
769,Healthy,Gene_646,0.547514
769,Healthy,Gene_650,0.257849
769,Healthy,Gene_781,0.805062
769,Healthy,Gene_816,0.604822
769,Healthy,Gene_818,0.214534
769,Healthy,Gene_84,0.11817
769,Healthy,Gene_850,0.807644
769,Healthy,Gene_916,0.970105
769,Healthy,Gene_969,0.236843
770,AML,Gene_149,0.394572
770,AML,Gene_187,0.793159
770,AML,Gene_244,0.727552
770,AML,Gene_285,0.084471
770,AML,Gene_354,0.244534
770,AML,Gene_366,0.081764
770,AML,Gene_367,0.618193
770,AML,Gene_482,0.680452
770,AML,Gene_521,0.792936
770,AML,Gene_588,0.45706
770,AML,Gene_607,0.058193
770,AML,Gene_646,0.628278
770,AML,Gene_650,0.77683
770,AML,Gene_781,0.968876
770,AML,Gene_816,0.616106
770,AML,Gene_818,0.240007
770,AML,Gene_84,0.038709
770,AML,Gene_850,0.223116
770,AML,Gene_916,0.707684
770,AML,Gene_969,0.956876
771,AML,Gene_149,0.092145
771,AML,Gene_187,0.60483
771,AML,Gene_244,0.09374
771,AML,Gene_285,0.519731
771,AML,Gene_354,0.830925
771,AML,Gene_366,0.9156
771,AML,Gene_367,0.071649
771,AML,Gene_482,0.669121
771,AML,Gene_521,0.255156
771,AML,Gene_588,0.535142
771,AML,Gene_607,0.011524
771,AML,Gene_646,0.202696
771,AML,Gene_650,0.592838
771,AML,Gene_781,0.189367
771,AML,Gene_816,0.082842
771,AML,Gene_818,0.444085
771,AML,Gene_84,0.892934
771,AML,Gene_850,0.421521
771,AML,Gene_916,0.641827
771,AML,Gene_969,0.752554
772,AML,Gene_149,0.063732
772,AML,Gene_187,0.670069
772,AML,Gene_244,0.567436
772,AML,Gene_285,0.18662
772,AML,Gene_354,0.612742
772,AML,Gene_366,0.303131
772,AML,Gene_367,0.298858
772,AML,Gene_482,0.114962
772,AML,Gene_521,0.559625
772,AML,Gene_588,0.562837
772,AML,Gene_607,0.580208
772,AML,Gene_646,0.947959
772,AML,Gene_650,0.549687
772,AML,Gene_781,0.836403
772,AML,Gene_816,0.938053
772,AML,Gene_818,0.823351
772,AML,Gene_84,0.681349
772,AML,Gene_850,0.259605
772,AML,Gene_916,0.475773
772,AML,Gene_969,0.993102
773,Healthy,Gene_149,0.309217
773,Healthy,Gene_187,0.339073
773,Healthy,Gene_244,0.463372
773,Healthy,Gene_285,0.069031
773,Healthy,Gene_354,0.439829
773,Healthy,Gene_366,0.849101
773,Healthy,Gene_367,0.151004
773,Healthy,Gene_482,0.014133
773,Healthy,Gene_521,0.272939
773,Healthy,Gene_588,0.832901
773,Healthy,Gene_607,0.061167
773,Healthy,Gene_646,0.289567
773,Healthy,Gene_650,0.23566
773,Healthy,Gene_781,0.290802
773,Healthy,Gene_816,0.980149
773,Healthy,Gene_818,0.013425
773,Healthy,Gene_84,0.697716
773,Healthy,Gene_850,0.57642
773,Healthy,Gene_916,0.478154
773,Healthy,Gene_969,0.75134
774,ALL,Gene_149,0.938299
774,ALL,Gene_187,0.751036
774,ALL,Gene_244,0.43213
774,ALL,Gene_285,0.718863
774,ALL,Gene_354,0.238123
774,ALL,Gene_366,0.730423
774,ALL,Gene_367,0.696339
774,ALL,Gene_482,0.317427
774,ALL,Gene_521,0.884608
774,ALL,Gene_588,0.888858
774,ALL,Gene_607,0.677708
774,ALL,Gene_646,0.953444
774,ALL,Gene_650,0.361189
774,ALL,Gene_781,0.418308
774,ALL,Gene_816,0.517165
774,ALL,Gene_818,0.831369
774,ALL,Gene_84,0.252441
774,ALL,Gene_850,0.472282
774,ALL,Gene_916,0.551656
774,ALL,Gene_969,0.041617
775,Healthy,Gene_149,0.514961
775,Healthy,Gene_187,0.736965
775,Healthy,Gene_244,0.556962
775,Healthy,Gene_285,0.536509
775,Healthy,Gene_354,0.667474
775,Healthy,Gene_366,0.544218
775,Healthy,Gene_367,0.591995
775,Healthy,Gene_482,0.636555
775,Healthy,Gene_521,0.03923
775,Healthy,Gene_588,0.307011
775,Healthy,Gene_607,0.671751
775,Healthy,Gene_646,0.202129
775,Healthy,Gene_650,0.325031
775,Healthy,Gene_781,0.849326
775,Healthy,Gene_816,0.974807
775,Healthy,Gene_818,0.613134
775,Healthy,Gene_84,0.023818
775,Healthy,Gene_850,0.834585
775,Healthy,Gene_916,0.028321
775,Healthy,Gene_969,0.224402
776,ALL,Gene_149,0.305604
776,ALL,Gene_187,0.345909
776,ALL,Gene_244,0.176229
776,ALL,Gene_285,0.17956
776,ALL,Gene_354,0.469423
776,ALL,Gene_366,0.993397
776,ALL,Gene_367,0.048039
776,ALL,Gene_482,0.794463
776,ALL,Gene_521,0.539689
776,ALL,Gene_588,0.963877
776,ALL,Gene_607,0.150067
776,ALL,Gene_646,0.582246
776,ALL,Gene_650,0.144963
776,ALL,Gene_781,0.612982
776,ALL,Gene_816,0.775106
776,ALL,Gene_818,0.290126
776,ALL,Gene_84,0.100429
776,ALL,Gene_850,0.76349
776,ALL,Gene_916,0.833331
776,ALL,Gene_969,0.89384
777,ALL,Gene_149,0.723876
777,ALL,Gene_187,0.113651
777,ALL,Gene_244,0.221048
777,ALL,Gene_285,0.296045
777,ALL,Gene_354,0.214259
777,ALL,Gene_366,0.282713
777,ALL,Gene_367,0.26456
777,ALL,Gene_482,0.220111
777,ALL,Gene_521,0.093772
777,ALL,Gene_588,0.434287
777,ALL,Gene_607,0.611473
777,ALL,Gene_646,0.696659
777,ALL,Gene_650,0.316551
777,ALL,Gene_781,0.984064
777,ALL,Gene_816,0.082271
777,ALL,Gene_818,0.047033
777,ALL,Gene_84,0.062685
777,ALL,Gene_850,0.895794
777,ALL,Gene_916,0.396565
777,ALL,Gene_969,0.887805
778,Healthy,Gene_149,0.640679
778,Healthy,Gene_187,0.806261
778,Healthy,Gene_244,0.044455
778,Healthy,Gene_285,0.293008
778,Healthy,Gene_354,0.152623
778,Healthy,Gene_366,0.345801
778,Healthy,Gene_367,0.786566
778,Healthy,Gene_482,0.87843
778,Healthy,Gene_521,0.125009
778,Healthy,Gene_588,0.94065
778,Healthy,Gene_607,0.673612
778,Healthy,Gene_646,0.461251
778,Healthy,Gene_650,0.77906
778,Healthy,Gene_781,0.816991
778,Healthy,Gene_816,0.933366
778,Healthy,Gene_818,0.229558
778,Healthy,Gene_84,0.904219
778,Healthy,Gene_850,0.635623
778,Healthy,Gene_916,0.311413
778,Healthy,Gene_969,0.98772
779,ALL,Gene_149,0.525456
779,ALL,Gene_187,0.80098
779,ALL,Gene_244,0.659633
779,ALL,Gene_285,0.537299
779,ALL,Gene_354,0.209224
779,ALL,Gene_366,0.341706
779,ALL,Gene_367,0.131939
779,ALL,Gene_482,0.546183
779,ALL,Gene_521,0.437047
779,ALL,Gene_588,0.269392
779,ALL,Gene_607,0.541979
779,ALL,Gene_646,0.658937
779,ALL,Gene_650,0.93832
779,ALL,Gene_781,0.613649
779,ALL,Gene_816,0.363589
779,ALL,Gene_818,0.201376
779,ALL,Gene_84,0.656406
779,ALL,Gene_850,0.783998
779,ALL,Gene_916,0.851974
779,ALL,Gene_969,0.132295
780,AML,Gene_149,0.745731
780,AML,Gene_187,0.384482
780,AML,Gene_244,0.524991
780,AML,Gene_285,0.81636
780,AML,Gene_354,0.088749
780,AML,Gene_366,0.425181
780,AML,Gene_367,0.442685
780,AML,Gene_482,0.504182
780,AML,Gene_521,0.120402
780,AML,Gene_588,0.27371
780,AML,Gene_607,0.645276
780,AML,Gene_646,0.3873
780,AML,Gene_650,0.163179
780,AML,Gene_781,0.184096
780,AML,Gene_816,0.638079
780,AML,Gene_818,0.03655
780,AML,Gene_84,0.579168
780,AML,Gene_850,0.855439
780,AML,Gene_916,0.75244
780,AML,Gene_969,0.926226
781,AML,Gene_149,0.217562
781,AML,Gene_187,0.053003
781,AML,Gene_244,0.753795
781,AML,Gene_285,0.760912
781,AML,Gene_354,0.710769
781,AML,Gene_366,0.233225
781,AML,Gene_367,0.26312
781,AML,Gene_482,0.612315
781,AML,Gene_521,0.40823
781,AML,Gene_588,0.423176
781,AML,Gene_607,0.524162
781,AML,Gene_646,0.765014
781,AML,Gene_650,0.601867
781,AML,Gene_781,0.723387
781,AML,Gene_816,0.3375
781,AML,Gene_818,0.546874
781,AML,Gene_84,0.117961
781,AML,Gene_850,0.70264
781,AML,Gene_916,0.565829
781,AML,Gene_969,0.078925
782,AML,Gene_149,0.677759
782,AML,Gene_187,0.255835
782,AML,Gene_244,0.67358
782,AML,Gene_285,0.949337
782,AML,Gene_354,0.707947
782,AML,Gene_366,0.475043
782,AML,Gene_367,0.347323
782,AML,Gene_482,0.426569
782,AML,Gene_521,0.142447
782,AML,Gene_588,0.314206
782,AML,Gene_607,0.435371
782,AML,Gene_646,0.232577
782,AML,Gene_650,0.196739
782,AML,Gene_781,0.001812
782,AML,Gene_816,0.16241
782,AML,Gene_818,0.31506
782,AML,Gene_84,0.185438
782,AML,Gene_850,0.939855
782,AML,Gene_916,0.218192
782,AML,Gene_969,0.44821
783,AML,Gene_149,0.090367
783,AML,Gene_187,0.352004
783,AML,Gene_244,0.711026
783,AML,Gene_285,0.136435
783,AML,Gene_354,0.655793
783,AML,Gene_366,0.720824
783,AML,Gene_367,0.759901
783,AML,Gene_482,0.071157
783,AML,Gene_521,0.308158
783,AML,Gene_588,0.801838
783,AML,Gene_607,0.432722
783,AML,Gene_646,0.558743
783,AML,Gene_650,0.932406
783,AML,Gene_781,0.532856
783,AML,Gene_816,0.055284
783,AML,Gene_818,0.605381
783,AML,Gene_84,0.239827
783,AML,Gene_850,0.010076
783,AML,Gene_916,0.302522
783,AML,Gene_969,0.745122
784,Healthy,Gene_149,0.166061
784,Healthy,Gene_187,0.800499
784,Healthy,Gene_244,0.64133
784,Healthy,Gene_285,0.48621
784,Healthy,Gene_354,0.772302
784,Healthy,Gene_366,0.556195
784,Healthy,Gene_367,0.607809
784,Healthy,Gene_482,0.258857
784,Healthy,Gene_521,0.378886
784,Healthy,Gene_588,0.680882
784,Healthy,Gene_607,0.940965
784,Healthy,Gene_646,0.419047
784,Healthy,Gene_650,0.826061
784,Healthy,Gene_781,0.013465
784,Healthy,Gene_816,0.563241
784,Healthy,Gene_818,0.676209
784,Healthy,Gene_84,0.325427
784,Healthy,Gene_850,0.782679
784,Healthy,Gene_916,0.770479
784,Healthy,Gene_969,0.016066
785,AML,Gene_149,0.901096
785,AML,Gene_187,0.598261
785,AML,Gene_244,0.046976
785,AML,Gene_285,0.113108
785,AML,Gene_354,0.893921
785,AML,Gene_366,0.830316
785,AML,Gene_367,0.767249
785,AML,Gene_482,0.479888
785,AML,Gene_521,0.380963
785,AML,Gene_588,0.340933
785,AML,Gene_607,0.692132
785,AML,Gene_646,0.794699
785,AML,Gene_650,0.467337
785,AML,Gene_781,0.612559
785,AML,Gene_816,0.246899
785,AML,Gene_818,0.331096
785,AML,Gene_84,0.268366
785,AML,Gene_850,0.120765
785,AML,Gene_916,0.074551
785,AML,Gene_969,0.224145
786,ALL,Gene_149,0.688984
786,ALL,Gene_187,0.794888
786,ALL,Gene_244,0.443384
786,ALL,Gene_285,0.821429
786,ALL,Gene_354,0.700395
786,ALL,Gene_366,0.234636
786,ALL,Gene_367,0.010396
786,ALL,Gene_482,0.264519
786,ALL,Gene_521,0.142763
786,ALL,Gene_588,0.669472
786,ALL,Gene_607,0.157923
786,ALL,Gene_646,0.102692
786,ALL,Gene_650,0.767013
786,ALL,Gene_781,0.390111
786,ALL,Gene_816,0.732192
786,ALL,Gene_818,0.564812
786,ALL,Gene_84,0.377554
786,ALL,Gene_850,0.280221
786,ALL,Gene_916,0.757581
786,ALL,Gene_969,0.420168
787,ALL,Gene_149,0.333192
787,ALL,Gene_187,0.325433
787,ALL,Gene_244,0.294642
787,ALL,Gene_285,0.543057
787,ALL,Gene_354,0.313972
787,ALL,Gene_366,0.204935
787,ALL,Gene_367,0.431208
787,ALL,Gene_482,0.424094
787,ALL,Gene_521,0.470792
787,ALL,Gene_588,0.009966
787,ALL,Gene_607,0.751144
787,ALL,Gene_646,0.804087
787,ALL,Gene_650,0.99407
787,ALL,Gene_781,0.002675
787,ALL,Gene_816,0.313803
787,ALL,Gene_818,0.519082
787,ALL,Gene_84,0.931398
787,ALL,Gene_850,0.968099
787,ALL,Gene_916,0.427556
787,ALL,Gene_969,0.538441
788,AML,Gene_149,0.669648
788,AML,Gene_187,0.021238
788,AML,Gene_244,0.121748
788,AML,Gene_285,0.482041
788,AML,Gene_354,0.936077
788,AML,Gene_366,0.814611
788,AML,Gene_367,0.571689
788,AML,Gene_482,0.911873
788,AML,Gene_521,0.241847
788,AML,Gene_588,0.013879
788,AML,Gene_607,0.979694
788,AML,Gene_646,0.625219
788,AML,Gene_650,0.476223
788,AML,Gene_781,0.469424
788,AML,Gene_816,0.573378
788,AML,Gene_818,0.230756
788,AML,Gene_84,0.743444
788,AML,Gene_850,0.370259
788,AML,Gene_916,0.809153
788,AML,Gene_969,0.132434
789,AML,Gene_149,0.18805
789,AML,Gene_187,0.861409
789,AML,Gene_244,0.895801
789,AML,Gene_285,0.201393
789,AML,Gene_354,0.398702
789,AML,Gene_366,0.81273
789,AML,Gene_367,0.451458
789,AML,Gene_482,0.830371
789,AML,Gene_521,0.605459
789,AML,Gene_588,0.506466
789,AML,Gene_607,0.731352
789,AML,Gene_646,0.750785
789,AML,Gene_650,0.545297
789,AML,Gene_781,0.349964
789,AML,Gene_816,0.107155
789,AML,Gene_818,0.688197
789,AML,Gene_84,0.112552
789,AML,Gene_850,0.160222
789,AML,Gene_916,0.003931
789,AML,Gene_969,0.592388
790,AML,Gene_149,0.83758
790,AML,Gene_187,0.439405
790,AML,Gene_244,0.379483
790,AML,Gene_285,0.461872
790,AML,Gene_354,0.714999
790,AML,Gene_366,0.463553
790,AML,Gene_367,0.958362
790,AML,Gene_482,0.53142
790,AML,Gene_521,0.01763
790,AML,Gene_588,0.564425
790,AML,Gene_607,0.591196
790,AML,Gene_646,0.463983
790,AML,Gene_650,0.02331
790,AML,Gene_781,0.020338
790,AML,Gene_816,0.172775
790,AML,Gene_818,0.968173
790,AML,Gene_84,0.127612
790,AML,Gene_850,0.945496
790,AML,Gene_916,0.568114
790,AML,Gene_969,0.565746
791,ALL,Gene_149,0.15028
791,ALL,Gene_187,0.014352
791,ALL,Gene_244,0.656658
791,ALL,Gene_285,0.269631
791,ALL,Gene_354,0.227352
791,ALL,Gene_366,0.528334
791,ALL,Gene_367,0.085781
791,ALL,Gene_482,0.014678
791,ALL,Gene_521,0.72261
791,ALL,Gene_588,0.973168
791,ALL,Gene_607,0.780742
791,ALL,Gene_646,0.796482
791,ALL,Gene_650,0.829128
791,ALL,Gene_781,0.549386
791,ALL,Gene_816,0.708111
791,ALL,Gene_818,0.146839
791,ALL,Gene_84,0.587884
791,ALL,Gene_850,0.324787
791,ALL,Gene_916,0.980053
791,ALL,Gene_969,0.677752
792,Healthy,Gene_149,0.118799
792,Healthy,Gene_187,0.215153
792,Healthy,Gene_244,0.851219
792,Healthy,Gene_285,0.705245
792,Healthy,Gene_354,0.58236
